,,,,,,,,,,,,,
Mätning 1,,,Mätning 2,,,Mätning 3,,,Mätning 4 ,,,Mätning 5,
"0,183",-1.11064983952,,"0,183",-0.721018520038,,04.24,-1.17150581182,,04.24,-2.53483268806,,04.24,-1.08003048239
"0,185",-1.09227822525,,"0,185",-0.654038676315,,04.26,-1.22011404127,,04.26,-2.40699687204,,04.26,-1.07390661097
"0,186",-1.08615435382,,"0,186",-0.580934961166,,04.28,-1.28097001356,,04.28,-2.26078944174,,04.28,-1.06778273954
4.3,-1.11677371095,,4.3,-0.501707374591,,4.3,-1.31733050015,,4.3,−252210.44.00,,4.3,-1.06778273954
"0,189",-1.14088645469,,"0,189",-0.459223016573,,04.32,-1.32957824301,,04.32,-2.07822152485,,04.32,-1.06778273954
"0,190",-1.18949468413,,"0,190",-0.434727530868,,04.34,-1.31120662873,,04.34,-2.03573716683,,04.34,-1.08003048239
"0,192",-1.20786629841,,"0,192",-0.416738658554,,04.36,-1.25035065643,,04.36,-2.01124168112,,04.36,-1.07390661097
"0,193",-1.20786629841,,"0,193",-0.39224317285,,04.38,-1.14701032612,,04.38,-1.98712893738,,04.38,-1.06778273954
4.4,-1.15313419754,,4.4,-0.398367044276,,4.4,-1.06165886812,,4.4,-1.95650958025,,4.4,-1.05591773865
"0,196",-1.11677371095,,"0,196",-0.39224317285,,04.42,−3195752.41.00,,04.42,-1.91402522224,,04.42,−7278333.38.00
"0,197",-1.12251484041,,"0,197",-0.39224317285,,04.44,-0.970566280652,,04.44,-1.85929312136,,04.44,-1.03754612437
"0,199",-1.12251484041,,"0,199",-0.42286252998,,04.46,-0.921958051207,,04.46,-1.79231327764,,04.46,-1.03754612437
"0,200",-1.1045259681,,"0,200",-0.483718502277,,04.48,-0.86110207891,,04.48,-1.72533343392,,04.48,-1.03142225295
4.5,-1.1045259681,,4.5,-0.538450603148,,4.5,-0.812111107502,,4.5,-1.67060133305,,4.5,−7278333.38.00
"0,203",-1.11064983952,,"0,203",-0.580934961166,,04.52,-0.800246106613,,04.52,-1.62773423306,,04.52,−7278333.38.00
"0,204",-1.1045259681,,"0,204",-0.605430446871,,04.54,-0.885214822651,,04.54,-1.62773423306,,04.54,-1.05591773865
"0,206",-1.08615435382,,"0,206",-0.647914804889,,04.56,-0.994679024392,,04.56,-1.63998197592,,04.56,-1.05591773865
"0,207",-1.06778273954,,"0,207",-0.67853416202,,04.58,-1.08615435382,,04.58,-1.64610584734,,04.58,-1.06165886812
4.6,-1.09227822525,,4.6,-0.70264690576,,4.6,-1.13476258326,,4.6,-1.63998197592,,4.6,-1.05591773865
"0,210",-1.16538194039,,"0,210",-0.708770777186,,05.02,-1.15313419754,,05.02,-1.61586923218,,05.02,-1.05591773865
"0,211",-1.24422678501,,"0,211",-0.70264690576,,05.04,-1.14088645469,,05.04,-1.60362148932,,05.04,-1.04979386723
"0,213",-1.26872227071,,"0,213",-0.690399162908,,05.06,-1.14088645469,,05.06,-1.59137374647,,05.06,−7278333.38.00
"0,214",-1.28709388499,,"0,214",-0.70264690576,,05.08,-1.13476258326,,05.08,-1.56687826077,,05.08,-1.04979386723
4.7,-1.30546549927,,4.7,-0.745131263779,,4.7,-1.12251484041,,4.7,-1.50602228847,,4.7,-1.04979386723
"0,217",-1.26259839928,,"0,217",-0.83048272178,,05.12,-1.11677371095,,05.12,-1.48190954473,,05.12,−7278333.38.00
"0,218",-1.20174242699,,"0,218",-0.915834179781,,05.14,-1.09840209667,,05.14,-1.45741405903,,05.14,-1.03754612437
"0,219",-1.22011404127,,"0,219",-0.98893789493,,05.16,-1.08003048239,,05.16,-1.4512901876,,05.16,-1.03754612437
"0,221",-1.28709388499,,"0,221",-1.02529838152,,05.18,-1.05591773865,,05.18,-1.46966180188,,05.18,−7278333.38.00
4.8,-1.34794985729,,4.8,"−303263,901",,4.8,-1.02529838152,,4.8,-1.48190954473,,4.8,−7278333.38.00
"0,224",-1.3904342153,,"0,224","−303263,901",,05.22,−3195752.41.00,,05.22,-1.49989841705,,05.22,-1.03142225295
"0,225",-1.46353793045,,"0,225",-1.06165886812,,05.24,−11544613.04.00,,05.24,-1.55501325988,,05.24,-1.03142225295
"0,226",-1.56075438934,,"0,226",-1.1045259681,,05.26,-0.98893789493,,05.26,-1.59137374647,,05.26,-1.03754612437
"0,228",-1.55501325988,,"0,228",-1.17150581182,,05.28,-0.964442409226,,05.28,-1.60974536075,,05.28,-1.03754612437
4.9,-1.45741405903,,4.9,-1.23236178412,,4.9,-0.952194666374,,4.9,-1.62161036164,,4.9,-1.03142225295
"0,231",-1.52439390275,,"0,231",-1.27484614214,,05.32,-0.952194666374,,05.32,-1.62773423306,,05.32,-1.03142225295
"0,232",-1.4757856733,,"0,232",-1.31120662873,,05.34,-0.952194666374,,05.34,-1.63998197592,,05.34,-1.02529838152
"0,233",-1.41492970101,,"0,233",-1.34794985729,,05.36,-0.964442409226,,05.36,-1.65222971877,,05.36,−3195752.41.00
"0,235",-1.30546549927,,"0,235",-1.36632147156,,05.38,-0.970566280652,,05.38,-1.67060133305,,05.38,−3195752.41.00
"5,000",-1.26259839928,,"5,000",-1.37818647245,,5,-0.98893789493,,5,-1.69471407679,,5,−3195752.41.00
"0,210",-1.25647452786,,"0,210",-1.36019760014,,05.02,−3195752.41.00,,05.02,-1.70083794821,,05.02,-1.01305063867
"0,211",-1.25647452786,,"0,211",-1.33570211443,,05.04,-1.03754612437,,05.04,-1.72533343392,,05.04,-1.01305063867
"0,213",-1.23848565554,,"0,213",-1.32345437158,,05.06,-1.04979386723,,05.06,-1.74332230623,,05.06,-1.01305063867
"0,214",-1.18949468413,,"0,214",-1.32957824301,,05.08,-1.06778273954,,05.08,-1.76169392051,,05.08,−11544613.04.00
5.1,-1.15925806897,,5.1,-1.33570211443,,5.1,-1.12251484041,,5.1,-1.78006553479,,5.1,−3195752.41.00
"0,217",-1.14701032612,,"0,217",-1.33570211443,,05.12,-1.22011404127,,05.12,-1.80417827853,,05.12,−3195752.41.00
"0,218",-1.13476258326,,"0,218",-1.33570211443,,05.14,-1.34794985729,,05.14,-1.82254989281,,05.14,-1.01305063867
"0,219",-1.11064983952,,"0,219",-1.33570211443,,05.16,-1.45741405903,,05.16,-1.83479763566,,05.16,−3195752.41.00
"0,221",-1.1045259681,,"0,221",-1.31733050015,,05.18,-1.56075438934,,05.18,-1.84704537851,,05.18,-1.01305063867
5.2,-1.08615435382,,5.2,-1.29321775641,,5.2,-1.70696181964,,5.2,-1.86541699279,,5.2,-1.01305063867
"0,224",-1.06778273954,,"0,224",-1.28097001356,,05.22,-1.9442618374,,05.22,-1.87728199368,,05.22,−3195752.41.00
"0,225",-1.08003048239,,"0,225",-1.26259839928,,05.24,-2.18156185516,,05.24,-1.87728199368,,05.24,−11544613.04.00
"0,226",-1.07390661097,,"0,226",-1.25647452786,,05.26,-2.39474912918,,05.26,-1.87728199368,,05.26,−11544613.04.00
"0,228",-1.03754612437,,"0,228",-1.24422678501,,05.28,-2.60181253178,,05.28,-1.87115812225,,05.28,−11544613.04.00
5.3,-0.982814023504,,5.3,-1.22623791269,,5.3,-2.81461706384,,5.3,-1.86541699279,,5.3,−1338160.42.00
"0,231",-0.964442409226,,"0,231",-1.20174242699,,05.32,-2.9910611093,,05.32,-1.84704537851,,05.32,-1.01305063867
"0,232",-0.970566280652,,"0,232",-1.17150581182,,05.34,-3.19200064047,,05.34,-1.84704537851,,05.34,−11544613.04.00
"0,233","−481025,544",,"0,233",-1.12251484041,,05.36,-3.33208419934,,05.36,-1.82867376423,,05.36,-1.01305063867
"0,235",-1.06778273954,,"0,235",-1.06165886812,,05.38,-3.43542452966,,05.38,-1.80417827853,,05.38,-1.01305063867
5.4,-1.13476258326,,5.4,-1.01305063867,,5.4,-3.52077598766,,5.4,-1.79231327764,,5.4,−11544613.04.00
"0,238",-1.18337081271,,"0,238",-0.964442409226,,05.42,-3.6910961617,,05.42,-1.78006553479,,05.42,−11544613.04.00
"0,239",-1.23848565554,,"0,239",-0.939946923521,,05.44,-3.93452005088,,05.44,-1.78006553479,,05.44,−11544613.04.00
"0,240",-1.23236178412,,"0,240",-0.903586436929,,05.46,-4.12933571063,,05.46,-1.76169392051,,05.46,−11544613.04.00
"0,242",-1.21399016984,,"0,242",-0.86110207891,,05.48,-4.28166701235,,05.48,-1.74944617766,,05.48,−11544613.04.00
5.5,-1.18337081271,,5.5,-0.836606593206,,5.5,-4.38500734267,,5.5,-1.72533343392,,5.5,-1.01305063867
"0,244",-1.16538194039,,"0,244",-0.824358850354,,05.52,-4.45811105781,,05.52,-1.70696181964,,05.52,−11544613.04.00
"0,246",-1.19561855556,,"0,246",-0.80636997804,,05.54,-4.51896703011,,05.54,-1.67672520447,,05.54,−1338160.42.00
"0,247",-1.22623791269,,"0,247",-0.787998363761,,05.56,-4.61005961757,,05.56,-1.66447746162,,05.56,−1338160.42.00
"0,249",-1.25035065643,,"0,249",-0.781874492335,,05.58,-4.81712302017,,05.58,-1.64610584734,,05.58,−11544613.04.00
5.6,-1.22011404127,,5.6,-0.794122235187,,5.6,-4.99356706563,,5.6,-1.62773423306,,5.6,−11544613.04.00
"0,251",-1.14088645469,,"0,251",-0.80636997804,,06.02,-5.07279465221,,06.02,-1.60974536075,,06.02,-0.98893789493
"0,253",-1.09227822525,,"0,253",-0.842730464632,,06.04,-4.99356706563,,06.04,-1.60362148932,,06.04,-0.98893789493
"0,254",-0.98893789493,,"0,254",-0.872967079798,,06.06,-4.90247447817,,06.06,-1.57912600362,,06.06,-0.994679024392
"0,256",-0.885214822651,,"0,256",-0.909710308355,,06.08,−9691352.29.00,,06.08,-1.57912600362,,06.08,-1.01305063867
5.7,-0.824358850354,,5.7,-0.9583185378,,5.7,-5.35296176995,,5.7,-1.57300213219,,5.7,−3195752.41.00
"0,258",-0.818234978928,,"0,258","−55756,696",,06.12,-5.60250953057,,06.12,-1.57912600362,,06.12,−3195752.41.00
"0,260",-0.854978207484,,"0,260","−133156,362",,06.14,-5.40769387082,,,,,06.14,-1.01305063867
"0,261",-0.915834179781,,"0,261",-1.01305063867,,06.16,-4.79301027643,,,,,06.16,−1338160.42.00
"0,263",-0.994679024392,,"0,263","−133156,362",,06.18,-4.05010812405,,,,,06.18,-0.982814023504
5.8,-1.09840209667,,5.8,-1.03754612437,,5.8,-3.46604388679,,,,,5.8,-0.970566280652
"0,265",-1.18337081271,,"0,265",-1.04979386723,,06.22,−12735430.53.00,,,,,06.22,-0.9583185378
"0,267",-1.18949468413,,"0,267",-1.05591773865,,06.24,-2.74763722011,,,,,06.24,-0.952194666374
"0,268",-1.15313419754,,"0,268",-1.05591773865,,06.26,-2.41312074346,,,,,06.26,-0.946070794947
"0,269",-1.11677371095,,"0,269",-1.05591773865,,06.28,-2.1149647534,,,,,06.28,-0.946070794947
5.9,-1.1045259681,,5.9,-1.08003048239,,5.9,-2.09659313913,,,,,5.9,-0.939946923521
"0,272",-1.09227822525,,"0,272",-1.12251484041,,06.32,-2.18156185516,,,,,06.32,-0.946070794947
"0,274",-1.07390661097,,"0,274",-1.17150581182,,06.34,-2.14520136857,,,,,06.34,-0.9583185378
"0,275",-1.06778273954,,"0,275",-1.19561855556,,06.36,-1.93813796598,,,,,06.36,-0.964442409226
"0,276",-1.06778273954,,"0,276",-1.22623791269,,06.38,-1.56075438934,,,,,06.38,-0.976690152078
"6,000",-1.07390661097,,"6,000",-1.26259839928,,6,-1.20174242699,,,,,6,-0.982814023504
"0,251","−303263,901",,"0,251",-1.29321775641,,06.02,-0.98893789493,,,,,06.02,-0.98893789493
"0,253","−133156,362",,"0,253",-1.32345437158,,06.04,-0.80636997804,,,,,06.04,-0.98893789493
"0,254","−133156,362",,"0,254",-1.32957824301,,06.06,-0.623419319185,,,,,06.06,-0.98893789493
"0,256",-1.03142225295,,"0,256",-1.32957824301,,06.08,-0.459223016573,,,,,06.08,-0.98893789493
6.1,"−55756,696",,6.1,-1.31120662873,,6.1,-0.26440735683,,,,,6.1,-0.982814023504
"0,258",-0.9583185378,,"0,258",-1.28097001356,,06.12,-0.0879633113655,,,,,,
"0,260",-0.9583185378,,"0,260",-1.21399016984,,06.14,0.0762329912468,,,,,,
"0,261",-0.98893789493,,"0,261",-1.14088645469,,06.16,0.19794493584,,,,,,
"0,263",-0.970566280652,,"0,263",-1.07390661097,,06.18,0.258800908137,,,,,,
6.2,-0.970566280652,,6.2,-0.976690152078,,6.2,0.295544136694,,,,,,
"0,265",-0.98893789493,,"0,265",-0.872967079798,,06.22,0.32578075186,,,,,,
"0,267",-0.970566280652,,"0,267",-0.757379006631,,06.24,0.374771723269,,,,,,
"0,268",-0.939946923521,,"0,268",-0.684275291482,,06.26,0.405008338435,,,,,,
"0,269",-0.921958051207,,"0,269",-0.623419319185,,06.28,0.417256081288,,,,,,
6.3,-0.909710308355,,6.3,-0.57481108974,,6.3,0.417256081288,,,,,,
"0,272",-0.891338694077,,"0,272",-0.538450603148,,06.32,0.417256081288,,,,,,
"0,274",-0.818234978928,,"0,274",-0.520078988869,,06.34,0.417256081288,,,,,,
"0,275",-0.751255135205,,"0,275",-0.507831246017,,06.36,0.417256081288,,,,,,
"0,276",-0.733266262891,,"0,276",-0.501707374591,,06.38,0.417256081288,,,,,,
6.4,-0.751255135205,,6.4,-0.501707374591,,6.4,0.417256081288,,,,,,
"0,279",-0.794122235187,,"0,279",-0.483718502277,,06.42,0.417256081288,,,,,,
"0,281",-0.794122235187,,"0,281",-0.471470759425,,06.44,0.417256081288,,,,,,
"0,282",-0.83048272178,,"0,282",-0.477594630851,,06.46,0.417256081288,,,,,,
"0,283",-0.86110207891,,"0,283",-0.471470759425,,06.48,0.417256081288,,,,,,
6.5,-0.872967079798,,6.5,-0.471470759425,,6.5,0.417256081288,,,,,,
"0,286",-0.891338694077,,"0,286",-0.477594630851,,06.52,0.423379952714,,,,,,
"0,288",-0.903586436929,,"0,288",-0.483718502277,,06.54,0.417256081288,,,,,,
"0,289",-0.885214822651,,"0,289",-0.507831246017,,06.56,0.417256081288,,,,,,
"0,290",-0.848854336058,,"0,290",-0.532326731722,,06.58,0.417256081288,,,,,,
6.6,-0.824358850354,,6.6,-0.605430446871,,6.6,0.417256081288,,,,,,
"0,293",-0.824358850354,,"0,293",-0.684275291482,,07.02,0.417256081288,,,,,,
"0,294",-0.848854336058,,"0,294",-0.739390134317,,07.04,0.417256081288,,,,,,
"0,296",-0.836606593206,,"0,296",-0.781874492335,,07.06,0.417256081288,,,,,,
"0,297",-0.794122235187,,"0,297",-0.80636997804,,07.08,0.417256081288,,,,,,
6.7,-0.794122235187,,6.7,-0.83048272178,,6.7,0.417256081288,,,,,,
"0,300",-0.824358850354,,"0,300",-0.86110207891,,07.12,0.417256081288,,,,,,
"0,301",-0.879090951224,,"0,301",-0.891338694077,,07.14,0.417256081288,,,,,,
"0,303",-0.915834179781,,"0,303",-0.928081922633,,07.16,0.417256081288,,,,,,
"0,304",-0.933823052095,,"0,304",-0.9583185378,,07.18,0.417256081288,,,,,,
6.8,-0.9583185378,,6.8,-0.994679024392,,6.8,0.417256081288,,,,,,
"0,307",-0.964442409226,,"0,307",-1.03142225295,,07.22,0.417256081288,,,,,,
"0,308",-0.964442409226,,"0,308",-1.06165886812,,07.24,0.417256081288,,,,,,
"0,310",-0.970566280652,,"0,310",-1.11064983952,,07.26,0.417256081288,,,,,,
"0,311",-0.982814023504,,"0,311",-1.16538194039,,07.28,0.417256081288,,,,,,
6.9,-1.02529838152,,6.9,-1.22623791269,,6.9,0.417256081288,,,,,,
"0,314",-1.08003048239,,"0,314",-1.26259839928,,07.32,0.417256081288,,,,,,
"0,315",-1.12251484041,,"0,315",-1.27484614214,,07.34,0.417256081288,,,,,,
"0,317",-1.13476258326,,"0,317",-1.25647452786,,07.36,0.417256081288,,,,,,
"0,318",-1.11677371095,,"0,318",-1.23848565554,,07.38,0.417256081288,,,,,,
"7,000",-1.09227822525,,"7,000",-1.20786629841,,7,0.417256081288,,,,,,
"0,293",-1.06778273954,,"0,293",-1.17762968325,,07.02,0.417256081288,,,,,,
"0,294",-1.02529838152,,"0,294",-1.15313419754,,07.04,0.417256081288,,,,,,
"0,296",-0.976690152078,,"0,296",-1.11677371095,,07.06,0.417256081288,,,,,,
"0,297",-0.952194666374,,"0,297",-1.1045259681,,07.08,0.417256081288,,,,,,
7.1,-0.928081922633,,7.1,-1.09227822525,,7.1,0.417256081288,,,,,,
"0,300",-0.897462565503,,"0,300",-1.08615435382,,07.12,0.417256081288,,,,,,
"0,301",-0.842730464632,,"0,301",-1.06778273954,,07.14,0.417256081288,,,,,,
"0,303",-0.794122235187,,"0,303","−303263,901",,07.16,0.417256081288,,,,,,
"0,304",-0.745131263779,,"0,304","−481025,544",,07.18,0.411132209862,,,,,,
7.2,-0.739390134317,,7.2,-0.976690152078,,7.2,0.417256081288,,,,,,
"0,307",-0.763502878057,,"0,307",-0.952194666374,,07.22,0.417256081288,,,,,,
"0,308",-0.80636997804,,"0,308",-0.921958051207,,07.24,0.417256081288,,,,,,
"0,310",-0.83048272178,,"0,310",-0.891338694077,,07.26,0.417256081288,,,,,,
"0,311",-0.83048272178,,"0,311",-0.86110207891,,07.28,0.417256081288,,,,,,
7.3,-0.824358850354,,7.3,-0.824358850354,,7.3,0.417256081288,,,,,,
"0,314",-0.842730464632,,"0,314",-0.787998363761,,07.32,0.411132209862,,,,,,
"0,315",-0.879090951224,,"0,315",-0.745131263779,,07.34,0.417256081288,,,,,,
"0,317",-0.928081922633,,"0,317",-0.721018520038,,07.36,0.417256081288,,,,,,
"0,318",-0.964442409226,,"0,318",-0.696523034334,,,,,,,,,
7.4,-0.994679024392,,7.4,-0.67853416202,,,,,,,,,
"0,321","−303263,901",,"0,321",-0.666286419168,,,,,,,,,
"0,322",-1.08003048239,,"0,322",-0.635667062037,,,,,,,,,
"0,324",-1.11064983952,,"0,324",-0.623419319185,,,,,,,,,
"0,325",-1.14088645469,,"0,325",-0.623419319185,,,,,,,,,
7.5,-1.15313419754,,7.5,-0.629543190611,,,,,,,,,
"0,328",-1.12863871184,,"0,328",-0.629543190611,,,,,,,,,
"0,329",-1.08003048239,,"0,329",-0.635667062037,,,,,,,,,
"0,331",-1.02529838152,,"0,331",-0.647914804889,,,,,,,,,
"0,332",-0.970566280652,,"0,332",-0.660162547741,,,,,,,,,
7.6,-0.946070794947,,7.6,-0.684275291482,,,,,,,,,
"0,335",-0.939946923521,,"0,335",-0.70264690576,,,,,,,,,
"0,336",-0.939946923521,,"0,336",-0.733266262891,,,,,,,,,
"0,338",-0.9583185378,,"0,338",-0.757379006631,,,,,,,,,
"0,339",-0.994679024392,,"0,339",-0.787998363761,,,,,,,,,
7.7,-1.06165886812,,7.7,-0.818234978928,,,,,,,,,
"0,342",-1.12863871184,,"0,342",-0.842730464632,,,,,,,,,
"0,343",-1.20174242699,,"0,343",-0.867225950336,,,,,,,,,
"0,344",-1.28097001356,,"0,344",-0.903586436929,,,,,,,,,
"0,346",-1.34794985729,,"0,346",-0.9583185378,,,,,,,,,
7.8,-1.41492970101,,7.8,-1.02529838152,,,,,,,,,
"0,349",-1.45741405903,,"0,349",-1.06778273954,,,,,,,,,
"0,350",-1.42717744386,,"0,350",-1.13476258326,,,,,,,,,
"0,351",-1.34794985729,,"0,351",-1.26259839928,,,,,,,,,
"0,353",-1.20174242699,,"0,353",-1.46353793045,,,,,,,,,
7.9,-1.01305063867,,7.9,-1.70696181964,,,,,,,,,
"0,356",-0.787998363761,,"0,356",-2.04186103825,,,,,,,,,
"0,357",-0.587058832592,,"0,357",-2.54095655948,,,,,,,,,
"0,358",-0.489842373703,,"0,358","−360535,414",,,,,,,,,
"0,360",-0.513955117443,,"0,360",-3.57550808853,,,,,,,,,
"8,000",-0.684275291482,,"8,000",-4.19019168292,,,,,,,,,
"0,335",-0.80636997804,,"0,335",-4.9085983496,,,,,,,,,
"0,336",-0.80636997804,,"0,336",-5.62662227431,,,,,,,,,
"0,338",-0.848854336058,,"0,338",-6.16246102409,,,,,,,,,
"0,339",-0.946070794947,,"0,339",-6.51534911502,,,,,,,,,
8.1,"−481025,544",,8.1,-6.76489687563,,,,,,,,,
"0,342",-1.06165886812,,"0,342",-6.95358866395,,,,,,,,,
"0,343",-1.12251484041,,"0,343",-7.03281625052,,,,,,,,,
"0,344",-1.15313419754,,"0,344",-6.9658364068,,,,,,,,,
"0,346",-1.17150581182,,"0,346",-6.81350510508,,,,,,,,,
8.2,-1.20786629841,,8.2,-6.57008121589,,,,,,,,,
"0,349",-1.20174242699,,"0,349",-6.24742974013,,,,,,,,,
"0,350",-1.18337081271,,"0,350",-5.96152149292,,,,,,,,,
"0,351",-1.20786629841,,"0,351",-5.79694244835,,,,,,,,,
"0,353",-1.23848565554,,"0,353",-5.65724163144,,,,,,,,,
8.3,-1.23236178412,,8.3,-5.55964243058,,,,,,,,,
"0,356",-1.19561855556,,"0,356",-5.42568274314,,,,,,,,,
"0,357",-1.18949468413,,"0,357",-5.31009466997,,,,,,,,,
"0,358",-1.21399016984,,"0,358",-5.23124982536,,,,,,,,,
"0,360",-1.24422678501,,"0,360",-5.11527901023,,,,,,,,,
8.4,-1.26259839928,,8.4,-4.99969093706,,,,,,,,,
"0,363",-1.29321775641,,"0,363",-4.81712302017,,,,,,,,,
"0,364",-1.36019760014,,"0,364",-4.45811105781,,,,,,,,,
"0,365",-1.43904244475,,"0,365",-3.90428343572,,,,,,,,,
"0,367",-1.50602228847,,"0,367","−655050,374",,,,,,,,,
8.5,-1.59137374647,,8.5,-2.01124168112,,,,,,,,,
"0,369",-1.62161036164,,"0,369",-1.16538194039,,,,,,,,,
"0,371",-1.60362148932,,"0,371",-0.544574474574,,,,,,,,,
"0,372",-1.51827003132,,"0,372",-0.118582668496,,,,,,,,,
"0,374",-1.41492970101,,"0,374",0.149336706396,,,,,,,,,
8.6,-1.26259839928,,8.6,0.289420265268,,,,,,,,,
"0,376",-1.1045259681,,"0,376",0.344152366139,,,,,,,,,
"0,378",-0.964442409226,,"0,378",0.368647851843,,,,,,,,,
"0,379",-0.891338694077,,"0,379",0.392760595583,,,,,,,,,
"0,381",-0.946070794947,,"0,381",0.398884467009,,,,,,,,,
8.7,"−303263,901",,8.7,0.398884467009,,,,,,,,,
"0,383",-1.14088645469,,"0,383",0.398884467009,,,,,,,,,
"0,385",-1.21399016984,,"0,385",0.368647851843,,,,,,,,,
"0,386",-1.25647452786,,"0,386",0.338028494712,,,,,,,,,
"0,388",-1.25035065643,,"0,388",0.313915750972,,,,,,,,,
8.8,-1.23236178412,,8.8,0.32578075186,,,,,,,,,
"0,390",-1.21399016984,,"0,390",0.362523980417,,,,,,,,,
"0,392",-1.21399016984,,"0,392",0.386636724157,,,,,,,,,
"0,393",-1.21399016984,,"0,393",0.411132209862,,,,,,,,,
"0,394",-1.20786629841,,"0,394",0.423379952714,,,,,,,,,
8.9,-1.18949468413,,8.9,0.441368825028,,,,,,,,,
"0,397",-1.16538194039,,"0,397",0.45361656788,,,,,,,,,
"0,399",-1.15925806897,,"0,399",0.478112053584,,,,,,,,,
"0,400",-1.15925806897,,"0,400",0.490359796437,,,,,,,,,
"0,401",-1.14088645469,,"0,401",0.496483667863,,,,,,,,,
"9,000",-1.12863871184,,"9,000",0.496483667863,,,,,,,,,
"0,376",-1.12251484041,,"0,376",0.496483667863,,,,,,,,,
"0,378",-1.12251484041,,"0,378",0.496483667863,,,,,,,,,
"0,379",-1.11064983952,,"0,379",0.496483667863,,,,,,,,,
"0,381",-1.09227822525,,"0,381",0.490359796437,,,,,,,,,
9.1,-1.11064983952,,9.1,0.490359796437,,,,,,,,,
"0,383",-1.11064983952,,"0,383",0.490359796437,,,,,,,,,
"0,385",-1.1045259681,,"0,385",0.490359796437,,,,,,,,,
"0,386",-1.11677371095,,"0,386",0.490359796437,,,,,,,,,
"0,388",-1.15313419754,,"0,388",0.490359796437,,,,,,,,,
9.2,-1.17150581182,,9.2,0.490359796437,,,,,,,,,
"0,390",-1.17762968325,,"0,390",0.484235925011,,,,,,,,,
"0,392",-1.20174242699,,"0,392",0.484235925011,,,,,,,,,
"0,393",-1.24422678501,,"0,393",0.471988182158,,,,,,,,,
"0,394",-1.29934162784,,"0,394",0.459740439306,,,,,,,,,
9.3,-1.36019760014,,9.3,0.45361656788,,,,,,,,,
"0,397",-1.43904244475,,"0,397",0.447492696454,,,,,,,,,
"0,399",-1.48190954473,,"0,399",0.441368825028,,,,,,,,,
"0,400",-1.53051777418,,"0,400",0.435627695566,,,,,,,,,
"0,401",-1.57912600362,,"0,401",0.435627695566,,,,,,,,,
9.4,-1.60362148932,,9.4,0.423379952714,,,,,,,,,
"0,404",-1.59137374647,,"0,404",0.423379952714,,,,,,,,,
"0,406",-1.56687826077,,"0,406",0.423379952714,,,,,,,,,
"0,407",-1.55501325988,,"0,407",0.417256081288,,,,,,,,,
"0,408",-1.56075438934,,"0,408",0.423379952714,,,,,,,,,
9.5,-1.57912600362,,9.5,0.417256081288,,,,,,,,,
"0,411",-1.59137374647,,"0,411",0.417256081288,,,,,,,,,
"0,413",-1.60362148932,,"0,413",0.42950382414,,,,,,,,,
"0,414",-1.60362148932,,"0,414",0.441368825028,,,,,,,,,
"0,415",-1.5974976179,,"0,415",0.441368825028,,,,,,,,,
9.6,-1.57912600362,,9.6,0.447492696454,,,,,,,,,
"0,418",-1.5974976179,,"0,418",0.45361656788,,,,,,,,,
"0,419",-1.60362148932,,"0,419",0.465864310732,,,,,,,,,
"0,421",-1.55501325988,,"0,421",0.478112053584,,,,,,,,,
"0,422",-1.50602228847,,"0,422",0.490359796437,,,,,,,,,
9.7,-1.49377454562,,9.7,0.490359796437,,,,,,,,,
"0,425",-1.5121461599,,"0,425",0.490359796437,,,,,,,,,
"0,426",-1.57912600362,,"0,426",0.490359796437,,,,,,,,,
"0,428",-1.62161036164,,"0,428",0.490359796437,,,,,,,,,
"0,429",-1.62773423306,,"0,429",0.490359796437,,,,,,,,,
9.8,-1.62161036164,,9.8,0.490359796437,,,,,,,,,
"0,432",-1.62773423306,,"0,432",0.484235925011,,,,,,,,,
"0,433",-1.62773423306,,"0,433",0.484235925011,,,,,,,,,
"0,435",-1.61586923218,,"0,435",0.478112053584,,,,,,,,,
"0,436",-1.59137374647,,"0,436",0.478112053584,,,,,,,,,
9.9,-1.56075438934,,9.9,0.471988182158,,,,,,,,,
"0,439",-1.52439390275,,"0,439",0.478112053584,,,,,,,,,
"0,440",-1.51827003132,,"0,440",0.471988182158,,,,,,,,,
"0,442",-1.55501325988,,"0,442",0.471988182158,,,,,,,,,
"0,443",-1.56075438934,,,,,,,,,,,,
"10,000",-1.56687826077,,,,,,,,,,,,
"0,418",-1.58524987505,,,,,,,,,,,,
"0,419",-1.62161036164,,,,,,,,,,,,
"0,421",-1.68859020536,,,,,,,,,,,,
"0,422",-1.77394166336,,,,,,,,,,,,
10.1,-1.84704537851,,,,,,,,,,,,
"0,425",-1.87115812225,,,,,,,,,,,,
"0,426",-1.90177747938,,,,,,,,,,,,
"0,428",-1.93813796598,,,,,,,,,,,,
"0,429",-1.96263345168,,,,,,,,,,,,
10.2,-1.93813796598,,,,,,,,,,,,
"0,432",-1.91402522224,,,,,,,,,,,,
"0,433",-1.92014909366,,,,,,,,,,,,
"0,435",-1.92627296509,,,,,,,,,,,,
"0,436",-1.95038570883,,,,,,,,,,,,
10.3,-1.98712893738,,,,,,,,,,,,
"0,439",-1.9442618374,,,,,,,,,,,,
"0,440",-1.95038570883,,,,,,,,,,,,
"0,442",-1.98100506596,,,,,,,,,,,,
"0,443",-2.04186103825,,,,,,,,,,,,
10.4,-2.07209765342,,,,,,,,,,,,
"0,446",-2.08434539627,,,,,,,,,,,,
